Utterance_File,F0_Variance
IT_41_PF32_4ok_utt001.wav,699.8268845421844
IT_41_PF32_4ok_utt002.wav,1195.6087302317185
IT_41_PF32_4ok_utt003.wav,3154.3726279067882
IT_41_PF32_4ok_utt004.wav,9234.152928507368
IT_41_PF32_4ok_utt005.wav,413.9499974094083
IT_41_PF32_4ok_utt006.wav,8304.635788346564
IT_41_PF32_4ok_utt007.wav,41934.247402691595
IT_41_PF32_4ok_utt008.wav,1508.098832856411
IT_41_PF32_4ok_utt009.wav,22236.349603098402
IT_41_PF32_4ok_utt010.wav,129.6553997955979
IT_41_PF32_4ok_utt011.wav,22404.518150940734
IT_41_PF32_4ok_utt012.wav,143.5177005837091
IT_41_PF32_4ok_utt013.wav,1008.7577422446407
IT_41_PF32_4ok_utt014.wav,177.1209546949377
IT_41_PF32_4ok_utt015.wav,42123.28281356331
IT_41_PF32_4ok_utt016.wav,8497.963372766377
IT_41_PF32_4ok_utt017.wav,110.0021663470133
IT_41_PF32_4ok_utt018.wav,82.82030663118103
IT_41_PF32_4ok_utt019.wav,53.01419002024652
IT_41_PF32_4ok_utt020.wav,15075.863267988012
IT_41_PF32_4ok_utt021.wav,1328.163266867513
IT_41_PF32_4ok_utt022.wav,7353.884858448125
IT_41_PF32_4ok_utt023.wav,1190.4987583340549
IT_41_PF32_4ok_utt024.wav,45734.47681708807
IT_41_PF32_4ok_utt025.wav,1530.3570140815825
IT_41_PF32_4ok_utt026.wav,953.7796160479446
IT_41_PF32_4ok_utt027.wav,15852.605391478863
IT_41_PF32_4ok_utt028.wav,2664.4197441930282
IT_41_PF32_4ok_utt029.wav,11968.250196655852
IT_41_PF32_4ok_utt030.wav,1018.4098509105438
IT_41_PF32_4ok_utt031.wav,180.57526467712785
IT_41_PF32_4ok_utt032.wav,858.7747193372167
IT_41_PF32_4ok_utt033.wav,5647.559205728062
IT_41_PF32_4ok_utt034.wav,343.95964825454774
IT_41_PF32_4ok_utt035.wav,536.9877227893721
IT_41_PF32_4ok_utt036.wav,11983.811611455594
IT_41_PF32_4ok_utt037.wav,1333.7900977842583
IT_41_PF32_4ok_utt038.wav,1058.6209931586548
IT_41_PF32_4ok_utt039.wav,1294.6502284021026
IT_41_PF32_4ok_utt040.wav,3402.681512097846
IT_41_PF32_4ok_utt041.wav,1744.4699844555362
IT_41_PF32_4ok_utt042.wav,443.26933067607416
