Utterance_File,F0_Mean
RT_31_PF68_4ok_utt001.wav,193.62156487024524
RT_31_PF68_4ok_utt002.wav,186.29204084913033
RT_31_PF68_4ok_utt003.wav,189.25490761508837
RT_31_PF68_4ok_utt004.wav,182.98209000677093
RT_31_PF68_4ok_utt005.wav,188.63946239239226
RT_31_PF68_4ok_utt006.wav,185.64932916056028
RT_31_PF68_4ok_utt007.wav,181.74707135182243
RT_31_PF68_4ok_utt008.wav,194.43603880367561
RT_31_PF68_4ok_utt009.wav,189.64760285811
RT_31_PF68_4ok_utt010.wav,189.990824346326
RT_31_PF68_4ok_utt011.wav,190.3896582741648
RT_31_PF68_4ok_utt012.wav,193.23807784332493
