Utterance_File,F0_Variance
IT_21_CF58_3ok_utt001.wav,3016.959177695312
IT_21_CF58_3ok_utt002.wav,3284.87220714803
IT_21_CF58_3ok_utt003.wav,10410.899728851318
IT_21_CF58_3ok_utt004.wav,3496.1956520791737
IT_21_CF58_3ok_utt005.wav,4838.631296679365
IT_21_CF58_3ok_utt006.wav,42.917331211413014
IT_21_CF58_3ok_utt007.wav,7337.66365959256
IT_21_CF58_3ok_utt008.wav,8237.672695328301
IT_21_CF58_3ok_utt009.wav,3815.0796166086816
IT_21_CF58_3ok_utt010.wav,23673.80144380301
IT_21_CF58_3ok_utt011.wav,15135.982972988342
IT_21_CF58_3ok_utt012.wav,2392.8101332437445
IT_21_CF58_3ok_utt013.wav,7389.405199443254
IT_21_CF58_3ok_utt014.wav,46798.216902691725
IT_21_CF58_3ok_utt015.wav,11892.72062434907
IT_21_CF58_3ok_utt016.wav,8526.987490582202
IT_21_CF58_3ok_utt017.wav,14969.545921253455
IT_21_CF58_3ok_utt018.wav,11185.60175303152
IT_21_CF58_3ok_utt019.wav,23277.59066205845
IT_21_CF58_3ok_utt020.wav,19366.736565871066
IT_21_CF58_3ok_utt021.wav,980.9304020067581
IT_21_CF58_3ok_utt022.wav,23495.181414921008
IT_21_CF58_3ok_utt023.wav,13962.225925768103
IT_21_CF58_3ok_utt024.wav,15724.961658937988
IT_21_CF58_3ok_utt025.wav,4932.7956922365165
IT_21_CF58_3ok_utt026.wav,30957.425624243682
