Utterance_File,F0_Variance
IT_50_CF46_2_utt001.wav,8547.83225954251
IT_50_CF46_2_utt002.wav,1914.3140056719415
IT_50_CF46_2_utt003.wav,1058.3183636767944
IT_50_CF46_2_utt004.wav,4603.917455167594
IT_50_CF46_2_utt005.wav,3599.9341080423387
IT_50_CF46_2_utt006.wav,1523.4177691621312
IT_50_CF46_2_utt007.wav,2240.4582541315076
IT_50_CF46_2_utt008.wav,8.145248940381721
IT_50_CF46_2_utt009.wav,371.70127479891624
IT_50_CF46_2_utt010.wav,5669.668128281326
IT_50_CF46_2_utt011.wav,6801.982515796514
IT_50_CF46_2_utt012.wav,2820.923683504227
IT_50_CF46_2_utt013.wav,12081.275317319873
IT_50_CF46_2_utt014.wav,74.46904666472746
IT_50_CF46_2_utt015.wav,6513.943086233402
IT_50_CF46_2_utt016.wav,9770.996765332538
IT_50_CF46_2_utt017.wav,5140.382153673583
IT_50_CF46_2_utt018.wav,13448.86882795124
IT_50_CF46_2_utt019.wav,2171.5278424181547
IT_50_CF46_2_utt020.wav,4419.384715322199
IT_50_CF46_2_utt021.wav,942.6578614534321
IT_50_CF46_2_utt022.wav,2233.7710000433754
IT_50_CF46_2_utt023.wav,3903.16828383668
IT_50_CF46_2_utt024.wav,4235.229166830542
IT_50_CF46_2_utt025.wav,4312.217470647013
IT_50_CF46_2_utt026.wav,7325.621695552864
IT_50_CF46_2_utt027.wav,4002.97623504538
IT_50_CF46_2_utt028.wav,2871.7388108671685
IT_50_CF46_2_utt029.wav,3467.4198587629685
IT_50_CF46_2_utt030.wav,1748.9183956453328
IT_50_CF46_2_utt031.wav,2291.4494729758167
IT_50_CF46_2_utt032.wav,8154.228347828044
IT_50_CF46_2_utt033.wav,4110.904065711594
IT_50_CF46_2_utt034.wav,7826.998720239636
IT_50_CF46_2_utt035.wav,2578.1918042166526
IT_50_CF46_2_utt036.wav,13411.823003890015
IT_50_CF46_2_utt037.wav,459.56809369647283
IT_50_CF46_2_utt038.wav,105.25301482311646
IT_50_CF46_2_utt039.wav,4679.515652276586
IT_50_CF46_2_utt040.wav,4846.626848101766
IT_50_CF46_2_utt041.wav,3868.0130415912095
IT_50_CF46_2_utt042.wav,1012.7438835608638
IT_50_CF46_2_utt043.wav,512.1936225939165
IT_50_CF46_2_utt044.wav,1155.2441589711527
IT_50_CF46_2_utt045.wav,3597.9489056846555
IT_50_CF46_2_utt046.wav,1156.80898185459
IT_50_CF46_2_utt047.wav,7656.564641968987
IT_50_CF46_2_utt048.wav,4969.646255769046
IT_50_CF46_2_utt049.wav,2211.0723975038272
IT_50_CF46_2_utt050.wav,912.6557969443338
IT_50_CF46_2_utt051.wav,6228.489212331197
