Utterance_File,F0_Mean
RT_13_PF58_2_utt001.wav,180.00735715880654
RT_13_PF58_2_utt002.wav,175.38376059861886
RT_13_PF58_2_utt003.wav,179.4499303049115
RT_13_PF58_2_utt004.wav,181.36805193925872
RT_13_PF58_2_utt005.wav,186.32662465494263
RT_13_PF58_2_utt006.wav,179.32143288671242
RT_13_PF58_2_utt007.wav,178.78016286452618
RT_13_PF58_2_utt008.wav,167.44855858020068
RT_13_PF58_2_utt009.wav,169.42686201425198
RT_13_PF58_2_utt010.wav,193.07138354658986
RT_13_PF58_2_utt011.wav,173.10872939887597
RT_13_PF58_2_utt012.wav,175.48544630170542
