Utterance_File,F0_Mean
RT_26_PM54_3ok_utt001.wav,149.28652759069942
RT_26_PM54_3ok_utt002.wav,99.04748177120622
RT_26_PM54_3ok_utt003.wav,96.09328860207785
RT_26_PM54_3ok_utt005.wav,107.47686007753059
RT_26_PM54_3ok_utt006.wav,93.22559225828608
RT_26_PM54_3ok_utt007.wav,108.15548867787837
RT_26_PM54_3ok_utt008.wav,94.46859293530927
RT_26_PM54_3ok_utt009.wav,93.77471581787121
RT_26_PM54_3ok_utt010.wav,120.18364418055026
RT_26_PM54_3ok_utt011.wav,122.08759671928922
RT_26_PM54_3ok_utt012.wav,95.7225523111353
