Utterance_File,F0_Mean
IT_41_PF32_4_utt001.wav,192.49051425981156
IT_41_PF32_4_utt002.wav,183.05084005657892
IT_41_PF32_4_utt003.wav,218.18728299869517
IT_41_PF32_4_utt004.wav,157.5926175059144
IT_41_PF32_4_utt005.wav,175.13074866098145
IT_41_PF32_4_utt006.wav,154.8063350837351
IT_41_PF32_4_utt007.wav,146.61162581403008
IT_41_PF32_4_utt008.wav,186.26283955219878
IT_41_PF32_4_utt009.wav,156.6541687784395
IT_41_PF32_4_utt011.wav,165.72824508133488
IT_41_PF32_4_utt012.wav,153.45138531373416
IT_41_PF32_4_utt013.wav,153.32404639792875
IT_41_PF32_4_utt014.wav,153.75185517434662
IT_41_PF32_4_utt015.wav,152.19041828709382
IT_41_PF32_4_utt016.wav,167.17174285490336
IT_41_PF32_4_utt017.wav,152.4760578577199
IT_41_PF32_4_utt018.wav,143.53750687241129
IT_41_PF32_4_utt019.wav,205.64696175515175
IT_41_PF32_4_utt020.wav,216.09415921719634
IT_41_PF32_4_utt021.wav,173.65681581331953
IT_41_PF32_4_utt022.wav,140.3315015111747
IT_41_PF32_4_utt023.wav,157.97057236918056
IT_41_PF32_4_utt024.wav,154.61788458380067
IT_41_PF32_4_utt025.wav,165.94213163338972
IT_41_PF32_4_utt026.wav,0.0
IT_41_PF32_4_utt027.wav,169.16601492409475
IT_41_PF32_4_utt028.wav,152.86435200989564
IT_41_PF32_4_utt029.wav,164.90530066277105
IT_41_PF32_4_utt030.wav,183.42296301513736
IT_41_PF32_4_utt031.wav,168.8139664992049
IT_41_PF32_4_utt032.wav,157.9142668018217
IT_41_PF32_4_utt033.wav,164.57225433781457
IT_41_PF32_4_utt034.wav,169.06668391620877
IT_41_PF32_4_utt035.wav,140.61671723448254
IT_41_PF32_4_utt036.wav,148.74965027625262
IT_41_PF32_4_utt037.wav,143.58071625332497
IT_41_PF32_4_utt038.wav,208.76489682223544
IT_41_PF32_4_utt039.wav,184.0717198360753
IT_41_PF32_4_utt040.wav,166.54998715748704
IT_41_PF32_4_utt041.wav,167.66845747767726
IT_41_PF32_4_utt042.wav,161.1881469453194
IT_41_PF32_4_utt043.wav,175.31570573484632
IT_41_PF32_4_utt044.wav,163.6651084391601
IT_41_PF32_4_utt045.wav,150.985649048832
IT_41_PF32_4_utt046.wav,153.88312807354646
