Start_Time,End_Time,F0_Hz
0.0,0.02,0.0
0.01,0.03,0.0
0.02,0.04,119.61615600837418
0.03,0.05,118.11851054207065
0.04,0.06,116.13120476648584
0.05,0.07,115.31166709681486
0.06,0.08,115.9885059200946
0.07,0.09,117.14922095000546
0.08,0.1,118.40798436451185
0.09,0.11,118.8217208692048
0.1,0.12,118.17810111693271
0.11,0.13,116.8365107004718
0.12,0.14,115.21699612025917
0.13,0.15,112.32852610512161
0.14,0.16,109.28617777771476
0.15,0.17,106.75110885660763
0.16,0.18,106.50264015802271
0.17,0.19,108.31449541042107
0.18,0.2,113.01396180395189
0.19,0.21,118.12080093048243
0.2,0.22,122.0096544500067
0.21,0.23,122.96128634794383
0.22,0.24,122.68738730787828
0.23,0.25,121.13239002075746
0.24,0.26,118.63963493653984
0.25,0.27,115.63281847495713
0.26,0.28,111.2218482187629
0.27,0.29,106.50941071330486
0.28,0.3,100.19066331748887
0.29,0.31,93.35491612041565
0.3,0.32,87.33796872944117
0.31,0.33,83.8703653168264
0.32,0.34,83.89262798768628
0.33,0.35,86.92670294015697
0.34,0.36,91.78788014474043
0.35,0.37,97.76412648126566
0.36,0.38,102.20346660949572
0.37,0.39,105.31571725018077
0.38,0.4,106.89878877089951
0.39,0.41,107.94820272072701
0.4,0.42,108.67141077140475
0.41,0.43,108.9449699532074
0.42,0.44,108.73172167139985
0.43,0.45,108.0275578727932
0.44,0.46,106.2819471860911
0.45,0.47,103.40566794859382
0.46,0.48,100.04763208588973
0.47,0.49,96.93292112078043
0.48,0.5,93.9214796827927
0.49,0.51,90.42608648960596
0.5,0.52,86.73105553468177
0.51,0.53,82.95835959841828
0.52,0.54,80.51136435280515
0.53,0.55,82.8708378267322
0.54,0.56,87.1319971911646
0.55,0.57,91.58657879483678
0.56,0.58,91.1842949494374
0.57,0.59,88.85418917619413
0.58,0.6,85.45499048136764
0.59,0.61,82.19639870335493
0.6,0.62,80.6555358208084
0.61,0.63,81.5906440882137
0.62,0.64,84.26970558179977
0.63,0.65,87.22782479905946
0.64,0.66,88.99927743644143
0.65,0.67,89.50205674918841
0.66,0.68,88.87738308486654
0.67,0.69,87.63257870678137
0.68,0.7,86.38679061451815
0.69,0.71,85.64585328559717
0.7,0.72,85.60746745115554
0.71,0.73,86.19658424538511
0.72,0.74,87.53221742980647
0.73,0.75,89.18660841704687
0.74,0.76,91.09709697038323
0.75,0.77,93.0383417290476
0.76,0.78,95.0288893038458
0.77,0.79,96.9648897430723
0.78,0.8,98.98644093513587
