Utterance_File,F0_Mean
IT_13_CF45_2ok_utt001.wav,189.73869930802599
IT_13_CF45_2ok_utt002.wav,160.99682078987524
IT_13_CF45_2ok_utt003.wav,165.53816893692255
IT_13_CF45_2ok_utt004.wav,184.8570146137095
IT_13_CF45_2ok_utt005.wav,174.9111811016619
IT_13_CF45_2ok_utt006.wav,172.08832404385518
IT_13_CF45_2ok_utt007.wav,0.0
IT_13_CF45_2ok_utt008.wav,180.22634666460107
IT_13_CF45_2ok_utt009.wav,164.42584364990614
IT_13_CF45_2ok_utt010.wav,153.28816509754503
IT_13_CF45_2ok_utt011.wav,157.96730502422847
IT_13_CF45_2ok_utt012.wav,168.76843249530677
IT_13_CF45_2ok_utt013.wav,159.9034296466357
IT_13_CF45_2ok_utt014.wav,172.5224577931973
IT_13_CF45_2ok_utt015.wav,175.04180351509672
IT_13_CF45_2ok_utt016.wav,175.9011434075794
IT_13_CF45_2ok_utt017.wav,169.3537365304174
IT_13_CF45_2ok_utt018.wav,169.97945204816006
IT_13_CF45_2ok_utt019.wav,169.21840457530462
IT_13_CF45_2ok_utt020.wav,165.3491374964697
IT_13_CF45_2ok_utt021.wav,0.0
IT_13_CF45_2ok_utt022.wav,165.8105856269003
IT_13_CF45_2ok_utt023.wav,175.34888721874566
IT_13_CF45_2ok_utt024.wav,177.61716241303372
IT_13_CF45_2ok_utt025.wav,177.4701739224096
IT_13_CF45_2ok_utt026.wav,182.77734671927075
IT_13_CF45_2ok_utt027.wav,0.0
IT_13_CF45_2ok_utt028.wav,194.33115890420274
IT_13_CF45_2ok_utt029.wav,167.10523145020335
IT_13_CF45_2ok_utt030.wav,166.3229958101184
IT_13_CF45_2ok_utt031.wav,160.58234958379265
IT_13_CF45_2ok_utt032.wav,211.91522968448086
IT_13_CF45_2ok_utt033.wav,157.39218477528152
IT_13_CF45_2ok_utt034.wav,190.05239026053323
IT_13_CF45_2ok_utt035.wav,157.9756954070989
IT_13_CF45_2ok_utt036.wav,169.0815377128038
IT_13_CF45_2ok_utt037.wav,175.66351991854322
IT_13_CF45_2ok_utt038.wav,178.9136072378655
IT_13_CF45_2ok_utt039.wav,169.89096345246708
IT_13_CF45_2ok_utt040.wav,180.76113550447047
IT_13_CF45_2ok_utt041.wav,164.59593612050708
IT_13_CF45_2ok_utt042.wav,166.01312657559146
IT_13_CF45_2ok_utt043.wav,177.83298924061904
IT_13_CF45_2ok_utt044.wav,184.53668863786191
IT_13_CF45_2ok_utt045.wav,195.6981373284237
