Utterance_File,F0_Mean
RT_36_PF38_2_utt001.wav,190.43760860810286
RT_36_PF38_2_utt002.wav,176.35045449109302
RT_36_PF38_2_utt003.wav,177.28189912159638
RT_36_PF38_2_utt004.wav,174.54790774842022
RT_36_PF38_2_utt005.wav,174.02768178638286
RT_36_PF38_2_utt006.wav,175.65121013345797
RT_36_PF38_2_utt007.wav,204.022151741576
RT_36_PF38_2_utt008.wav,175.46575262548174
RT_36_PF38_2_utt009.wav,169.62474971450047
RT_36_PF38_2_utt010.wav,180.87365458838613
RT_36_PF38_2_utt011.wav,175.1612361161951
RT_36_PF38_2_utt012.wav,186.10656236766312
RT_36_PF38_2_utt013.wav,167.06462469020522
RT_36_PF38_2_utt014.wav,160.84486864120618
RT_36_PF38_2_utt015.wav,193.4071816262466
RT_36_PF38_2_utt016.wav,206.201074459277
RT_36_PF38_2_utt017.wav,185.35702077529132
RT_36_PF38_2_utt018.wav,165.4134036010036
RT_36_PF38_2_utt019.wav,192.3365934655776
RT_36_PF38_2_utt020.wav,170.08476155152195
RT_36_PF38_2_utt022.wav,173.45939497689324
RT_36_PF38_2_utt023.wav,164.1625405437648
RT_36_PF38_2_utt024.wav,175.89603293618666
RT_36_PF38_2_utt025.wav,176.75573114534077
RT_36_PF38_2_utt026.wav,188.19863930709045
RT_36_PF38_2_utt027.wav,165.33154920921345
RT_36_PF38_2_utt028.wav,176.7310621897367
RT_36_PF38_2_utt029.wav,165.95453557470765
RT_36_PF38_2_utt030.wav,173.32316191640666
RT_36_PF38_2_utt031.wav,170.92262739001225
