Utterance_File,F0_Variance
RT_03_PF66_3ok_utt001.wav,752.1216367226231
RT_03_PF66_3ok_utt002.wav,981.4090459288346
RT_03_PF66_3ok_utt003.wav,19.09402264241732
RT_03_PF66_3ok_utt004.wav,1079.8348057166716
RT_03_PF66_3ok_utt005.wav,1053.0005713878172
RT_03_PF66_3ok_utt006.wav,589.6661996704703
RT_03_PF66_3ok_utt007.wav,1127.1150917121056
RT_03_PF66_3ok_utt008.wav,505.85138050836315
RT_03_PF66_3ok_utt009.wav,108.31955881681414
RT_03_PF66_3ok_utt010.wav,914.1865193622335
RT_03_PF66_3ok_utt011.wav,851.9645445727392
RT_03_PF66_3ok_utt012.wav,9448.419637840267
RT_03_PF66_3ok_utt013.wav,2268.8301120052347
RT_03_PF66_3ok_utt014.wav,9596.755929758834
RT_03_PF66_3ok_utt015.wav,1704.739905582164
RT_03_PF66_3ok_utt016.wav,417.1086973759103
RT_03_PF66_3ok_utt017.wav,1885.7748078863563
