Utterance_File,F0_Mean
RT_01_CF56_1_utt001.wav,157.00761560364217
RT_01_CF56_1_utt002.wav,139.32307264664098
RT_01_CF56_1_utt003.wav,181.0853308486729
RT_01_CF56_1_utt004.wav,136.41496572078475
RT_01_CF56_1_utt005.wav,123.54720938085536
RT_01_CF56_1_utt006.wav,149.33903385550934
RT_01_CF56_1_utt007.wav,125.62558022586776
RT_01_CF56_1_utt008.wav,139.15142245902254
RT_01_CF56_1_utt009.wav,122.4519047217226
RT_01_CF56_1_utt010.wav,118.38186013232387
RT_01_CF56_1_utt011.wav,134.6605226094028
RT_01_CF56_1_utt012.wav,117.27021252094957
RT_01_CF56_1_utt013.wav,122.48705597546211
RT_01_CF56_1_utt014.wav,142.5487779064855
RT_01_CF56_1_utt015.wav,122.64147611292294
RT_01_CF56_1_utt016.wav,131.87960568684755
RT_01_CF56_1_utt017.wav,134.5928426234573
RT_01_CF56_1_utt018.wav,120.40838482037735
RT_01_CF56_1_utt019.wav,134.8700321539651
RT_01_CF56_1_utt020.wav,118.53392396919519
RT_01_CF56_1_utt021.wav,125.84301708666658
RT_01_CF56_1_utt022.wav,124.14145996732483
RT_01_CF56_1_utt023.wav,123.63608561164875
RT_01_CF56_1_utt024.wav,127.91892137962053
RT_01_CF56_1_utt025.wav,134.9309602021323
RT_01_CF56_1_utt026.wav,119.63319830773885
