Utterance_File,F0_Mean
IT_41_PF32_4ok_utt001.wav,190.29097503162336
IT_41_PF32_4ok_utt002.wav,179.24718424495143
IT_41_PF32_4ok_utt003.wav,213.8952945271092
IT_41_PF32_4ok_utt004.wav,227.19404212954404
IT_41_PF32_4ok_utt005.wav,156.15344398826514
IT_41_PF32_4ok_utt006.wav,187.2217194520296
IT_41_PF32_4ok_utt007.wav,210.3817938830585
IT_41_PF32_4ok_utt008.wav,151.74459784779822
IT_41_PF32_4ok_utt009.wav,217.6815413803409
IT_41_PF32_4ok_utt010.wav,157.20602485712345
IT_41_PF32_4ok_utt011.wav,194.10199337986376
IT_41_PF32_4ok_utt012.wav,150.5519894626145
IT_41_PF32_4ok_utt013.wav,143.9251362119858
IT_41_PF32_4ok_utt014.wav,153.94827818758094
IT_41_PF32_4ok_utt015.wav,225.20510493869648
IT_41_PF32_4ok_utt016.wav,179.79957247657674
IT_41_PF32_4ok_utt017.wav,154.2707082305157
IT_41_PF32_4ok_utt018.wav,145.99871763543308
IT_41_PF32_4ok_utt019.wav,205.57257939301246
IT_41_PF32_4ok_utt020.wav,184.11324325157616
IT_41_PF32_4ok_utt021.wav,113.47151089411632
IT_41_PF32_4ok_utt022.wav,153.48306962999112
IT_41_PF32_4ok_utt023.wav,160.8237684134993
IT_41_PF32_4ok_utt024.wav,199.09129526154177
IT_41_PF32_4ok_utt025.wav,164.01207561864405
IT_41_PF32_4ok_utt026.wav,152.0618000916925
IT_41_PF32_4ok_utt027.wav,167.33315706670368
IT_41_PF32_4ok_utt028.wav,174.97681818787385
IT_41_PF32_4ok_utt029.wav,172.2994409976825
IT_41_PF32_4ok_utt030.wav,144.76383934940984
IT_41_PF32_4ok_utt031.wav,148.12827303392436
IT_41_PF32_4ok_utt032.wav,152.66549294659217
IT_41_PF32_4ok_utt033.wav,171.3834880724359
IT_41_PF32_4ok_utt034.wav,134.96553606825023
IT_41_PF32_4ok_utt035.wav,144.01902029564337
IT_41_PF32_4ok_utt036.wav,144.90269692759077
IT_41_PF32_4ok_utt037.wav,185.3248847878646
IT_41_PF32_4ok_utt038.wav,150.57513148363708
IT_41_PF32_4ok_utt039.wav,148.18331880061638
IT_41_PF32_4ok_utt040.wav,162.31503815845232
IT_41_PF32_4ok_utt041.wav,153.0389361155934
IT_41_PF32_4ok_utt042.wav,146.5445326167979
