Utterance_File,F0_Variance
RT_06_PM64_2_utt001.wav,835.685904821292
RT_06_PM64_2_utt002.wav,583.3196588699607
RT_06_PM64_2_utt003.wav,503.9674256360854
RT_06_PM64_2_utt004.wav,709.7486597184464
RT_06_PM64_2_utt005.wav,421.77961426320087
RT_06_PM64_2_utt006.wav,902.8606267827583
RT_06_PM64_2_utt007.wav,722.9584096238076
RT_06_PM64_2_utt008.wav,4581.694882139639
RT_06_PM64_2_utt009.wav,0.0
RT_06_PM64_2_utt010.wav,557.8302034471133
RT_06_PM64_2_utt011.wav,1709.9081424016401
RT_06_PM64_2_utt012.wav,932.4200107676209
RT_06_PM64_2_utt013.wav,320.881248101036
RT_06_PM64_2_utt014.wav,2581.156435378286
