Utterance_File,F0_Mean
IT_56_CM23_3_utt001.wav,0.0
IT_56_CM23_3_utt002.wav,0.0
IT_56_CM23_3_utt003.wav,139.97586632654006
IT_56_CM23_3_utt004.wav,0.0
IT_56_CM23_3_utt005.wav,129.62155383974402
IT_56_CM23_3_utt006.wav,103.78135031965229
IT_56_CM23_3_utt007.wav,105.58321573396583
IT_56_CM23_3_utt008.wav,96.70192275261078
IT_56_CM23_3_utt009.wav,0.0
IT_56_CM23_3_utt010.wav,0.0
IT_56_CM23_3_utt011.wav,125.16062682927878
IT_56_CM23_3_utt012.wav,116.87054188265544
IT_56_CM23_3_utt013.wav,109.75425355480583
IT_56_CM23_3_utt014.wav,114.60683806009702
IT_56_CM23_3_utt015.wav,103.80883447172177
IT_56_CM23_3_utt016.wav,0.0
IT_56_CM23_3_utt017.wav,107.95147321637246
IT_56_CM23_3_utt018.wav,0.0
IT_56_CM23_3_utt019.wav,112.9466634239438
IT_56_CM23_3_utt020.wav,0.0
IT_56_CM23_3_utt021.wav,0.0
IT_56_CM23_3_utt022.wav,97.73250114136144
IT_56_CM23_3_utt023.wav,104.68623143823329
IT_56_CM23_3_utt024.wav,113.52989747431278
IT_56_CM23_3_utt025.wav,112.27359611213465
IT_56_CM23_3_utt026.wav,106.1020627181248
IT_56_CM23_3_utt027.wav,106.6788832252937
IT_56_CM23_3_utt028.wav,0.0
IT_56_CM23_3_utt029.wav,105.57818266970322
IT_56_CM23_3_utt030.wav,112.05588205442164
IT_56_CM23_3_utt031.wav,111.866545433842
IT_56_CM23_3_utt032.wav,123.0765871558391
IT_56_CM23_3_utt033.wav,123.67168368992326
IT_56_CM23_3_utt034.wav,0.0
IT_56_CM23_3_utt035.wav,0.0
IT_56_CM23_3_utt036.wav,0.0
IT_56_CM23_3_utt037.wav,0.0
IT_56_CM23_3_utt038.wav,111.20431826445963
IT_56_CM23_3_utt039.wav,0.0
IT_56_CM23_3_utt040.wav,112.02420898404797
IT_56_CM23_3_utt041.wav,113.005085279382
IT_56_CM23_3_utt042.wav,0.0
IT_56_CM23_3_utt043.wav,113.79981179599233
IT_56_CM23_3_utt044.wav,0.0
IT_56_CM23_3_utt045.wav,115.28500297154542
IT_56_CM23_3_utt046.wav,109.04774143207814
IT_56_CM23_3_utt047.wav,103.77876370875828
IT_56_CM23_3_utt048.wav,157.48006743948076
IT_56_CM23_3_utt049.wav,188.09484623940224
IT_56_CM23_3_utt050.wav,112.10344543852507
IT_56_CM23_3_utt051.wav,0.0
IT_56_CM23_3_utt052.wav,105.89457368931211
IT_56_CM23_3_utt053.wav,103.16655515880674
IT_56_CM23_3_utt054.wav,110.90981772485807
IT_56_CM23_3_utt055.wav,124.07953188101764
IT_56_CM23_3_utt056.wav,0.0
IT_56_CM23_3_utt057.wav,0.0
IT_56_CM23_3_utt058.wav,111.66542138676364
IT_56_CM23_3_utt059.wav,0.0
IT_56_CM23_3_utt060.wav,129.70140001062234
IT_56_CM23_3_utt061.wav,121.16050145251727
IT_56_CM23_3_utt062.wav,99.79327564338809
IT_56_CM23_3_utt063.wav,109.46165481797017
IT_56_CM23_3_utt064.wav,493.6021630225514
IT_56_CM23_3_utt065.wav,0.0
IT_56_CM23_3_utt066.wav,104.32643814750682
IT_56_CM23_3_utt067.wav,0.0
IT_56_CM23_3_utt068.wav,119.67357792384402
IT_56_CM23_3_utt069.wav,126.92486815249046
IT_56_CM23_3_utt070.wav,137.81194368865673
IT_56_CM23_3_utt071.wav,119.44047063489678
IT_56_CM23_3_utt072.wav,116.46898879358167
IT_56_CM23_3_utt073.wav,0.0
IT_56_CM23_3_utt074.wav,112.13605293425496
